assembly_accession	organism_name	assembly_level	seq_rel_date	ftp_path
GCA_001844325.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/325/GCA_001844325.1_ASM184432v1/
GCA_001844345.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/345/GCA_001844345.1_ASM184434v1/
GCA_001844355.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/355/GCA_001844355.1_ASM184435v1/
GCA_001844385.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/385/GCA_001844385.1_ASM184438v1/
GCA_001844395.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/395/GCA_001844395.1_ASM184439v1/
GCA_001844425.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/425/GCA_001844425.1_ASM184442v1/
GCA_001844435.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/435/GCA_001844435.1_ASM184443v1/
GCA_001844465.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/465/GCA_001844465.1_ASM184446v1/
GCA_001844475.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/475/GCA_001844475.1_ASM184447v1/
GCA_001844505.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/505/GCA_001844505.1_ASM184450v1/
GCA_001844525.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/525/GCA_001844525.1_ASM184452v1/
GCA_001844535.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/535/GCA_001844535.1_ASM184453v1/
GCA_001844545.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/545/GCA_001844545.1_ASM184454v1/
GCA_001844585.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/585/GCA_001844585.1_ASM184458v1/
GCA_001844605.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/605/GCA_001844605.1_ASM184460v1/
GCA_001844615.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/615/GCA_001844615.1_ASM184461v1/
GCA_001844625.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/625/GCA_001844625.1_ASM184462v1/
GCA_001844655.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/655/GCA_001844655.1_ASM184465v1/
GCA_001844685.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/685/GCA_001844685.1_ASM184468v1/
GCA_001844695.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/695/GCA_001844695.1_ASM184469v1/
GCA_001844725.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/725/GCA_001844725.1_ASM184472v1/
GCA_001844735.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/735/GCA_001844735.1_ASM184473v1/
GCA_001844765.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/765/GCA_001844765.1_ASM184476v1/
GCA_001844775.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/775/GCA_001844775.1_ASM184477v1/
GCA_001844805.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/805/GCA_001844805.1_ASM184480v1/
GCA_001844825.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/825/GCA_001844825.1_ASM184482v1/
GCA_001844845.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/845/GCA_001844845.1_ASM184484v1/
GCA_001844855.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/855/GCA_001844855.1_ASM184485v1/
GCA_001844875.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/875/GCA_001844875.1_ASM184487v1/
GCA_001844905.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/905/GCA_001844905.1_ASM184490v1/
GCA_001844925.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/925/GCA_001844925.1_ASM184492v1/
GCA_001844945.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/945/GCA_001844945.1_ASM184494v1/
GCA_001844955.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/955/GCA_001844955.1_ASM184495v1/
GCA_001844985.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/985/GCA_001844985.1_ASM184498v1/
GCA_001844995.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/844/995/GCA_001844995.1_ASM184499v1/
GCA_001845005.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/005/GCA_001845005.1_ASM184500v1/
GCA_001845045.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/045/GCA_001845045.1_ASM184504v1/
GCA_001845065.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/065/GCA_001845065.1_ASM184506v1/
GCA_001845075.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/075/GCA_001845075.1_ASM184507v1/
GCA_001845085.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/085/GCA_001845085.1_ASM184508v1/
GCA_001845105.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/105/GCA_001845105.1_ASM184510v1/
GCA_001845145.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/145/GCA_001845145.1_ASM184514v1/
GCA_001845165.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/165/GCA_001845165.1_ASM184516v1/
GCA_001845175.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/175/GCA_001845175.1_ASM184517v1/
GCA_001845185.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/185/GCA_001845185.1_ASM184518v1/
GCA_001845225.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/225/GCA_001845225.1_ASM184522v1/
GCA_001845245.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/245/GCA_001845245.1_ASM184524v1/
GCA_001845265.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/265/GCA_001845265.1_ASM184526v1/
GCA_001845275.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/275/GCA_001845275.1_ASM184527v1/
GCA_001845305.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/305/GCA_001845305.1_ASM184530v1/
GCA_001845325.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/325/GCA_001845325.1_ASM184532v1/
GCA_001845335.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/335/GCA_001845335.1_ASM184533v1/
GCA_001845345.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/345/GCA_001845345.1_ASM184534v1/
GCA_001845375.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/375/GCA_001845375.1_ASM184537v1/
GCA_001845405.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/405/GCA_001845405.1_ASM184540v1/
GCA_001845415.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/415/GCA_001845415.1_ASM184541v1/
GCA_001845435.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/435/GCA_001845435.1_ASM184543v1/
GCA_001845455.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/455/GCA_001845455.1_ASM184545v1/
GCA_001845485.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/485/GCA_001845485.1_ASM184548v1/
GCA_001845495.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/495/GCA_001845495.1_ASM184549v1/
GCA_001845515.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/515/GCA_001845515.1_ASM184551v1/
GCA_001845545.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/545/GCA_001845545.1_ASM184554v1/
GCA_001845565.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/565/GCA_001845565.1_ASM184556v1/
GCA_001845585.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/585/GCA_001845585.1_ASM184558v1/
GCA_001845595.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/595/GCA_001845595.1_ASM184559v1/
GCA_001845625.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/625/GCA_001845625.1_ASM184562v1/
GCA_001845635.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/635/GCA_001845635.1_ASM184563v1/
GCA_001845665.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/665/GCA_001845665.1_ASM184566v1/
GCA_001845675.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/675/GCA_001845675.1_ASM184567v1/
GCA_001845705.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/705/GCA_001845705.1_ASM184570v1/
GCA_001845715.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/715/GCA_001845715.1_ASM184571v1/
GCA_001845745.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/745/GCA_001845745.1_ASM184574v1/
GCA_001845755.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/755/GCA_001845755.1_ASM184575v1/
GCA_001845785.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/785/GCA_001845785.1_ASM184578v1/
GCA_001845795.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/795/GCA_001845795.1_ASM184579v1/
GCA_001845825.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/825/GCA_001845825.1_ASM184582v1/
GCA_001845835.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/835/GCA_001845835.1_ASM184583v1/
GCA_001845865.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/865/GCA_001845865.1_ASM184586v1/
GCA_001845875.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/875/GCA_001845875.1_ASM184587v1/
GCA_001845895.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/895/GCA_001845895.1_ASM184589v1/
GCA_001845925.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/925/GCA_001845925.1_ASM184592v1/
GCA_001845945.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/945/GCA_001845945.1_ASM184594v1/
GCA_001845965.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/965/GCA_001845965.1_ASM184596v1/
GCA_001845975.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/845/975/GCA_001845975.1_ASM184597v1/
GCA_001846005.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/005/GCA_001846005.1_ASM184600v1/
GCA_001846015.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/015/GCA_001846015.1_ASM184601v1/
GCA_001846035.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/035/GCA_001846035.1_ASM184603v1/
GCA_001846065.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/065/GCA_001846065.1_ASM184606v1/
GCA_001846075.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/075/GCA_001846075.1_ASM184607v1/
GCA_001846095.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/095/GCA_001846095.1_ASM184609v1/
GCA_001846115.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/115/GCA_001846115.1_ASM184611v1/
GCA_001846145.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/145/GCA_001846145.1_ASM184614v1/
GCA_001846155.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/155/GCA_001846155.1_ASM184615v1/
GCA_001846185.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/185/GCA_001846185.1_ASM184618v1/
GCA_001846195.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/195/GCA_001846195.1_ASM184619v1/
GCA_001846225.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/225/GCA_001846225.1_ASM184622v1/
GCA_001846235.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/235/GCA_001846235.1_ASM184623v1/
GCA_001846265.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/265/GCA_001846265.1_ASM184626v1/
GCA_001846275.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/275/GCA_001846275.1_ASM184627v1/
GCA_001846305.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/305/GCA_001846305.1_ASM184630v1/
GCA_001846315.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/315/GCA_001846315.1_ASM184631v1/
GCA_001846345.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/345/GCA_001846345.1_ASM184634v1/
GCA_001846355.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/355/GCA_001846355.1_ASM184635v1/
GCA_001846385.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/385/GCA_001846385.1_ASM184638v1/
GCA_001846395.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/395/GCA_001846395.1_ASM184639v1/
GCA_001846425.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/425/GCA_001846425.1_ASM184642v1/
GCA_001846435.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/435/GCA_001846435.1_ASM184643v1/
GCA_001846465.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/465/GCA_001846465.1_ASM184646v1/
GCA_001846485.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/485/GCA_001846485.1_ASM184648v1/
GCA_001846495.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/495/GCA_001846495.1_ASM184649v1/
GCA_001846505.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/505/GCA_001846505.1_ASM184650v1/
GCA_001846545.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/545/GCA_001846545.1_ASM184654v1/
GCA_001846555.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/555/GCA_001846555.1_ASM184655v1/
GCA_001846575.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/575/GCA_001846575.1_ASM184657v1/
GCA_001846595.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/595/GCA_001846595.1_ASM184659v1/
GCA_001846625.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/625/GCA_001846625.1_ASM184662v1/
GCA_001846635.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/635/GCA_001846635.1_ASM184663v1/
GCA_001846645.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/645/GCA_001846645.1_ASM184664v1/
GCA_001846685.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/685/GCA_001846685.1_ASM184668v1/
GCA_001846705.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/705/GCA_001846705.1_ASM184670v1/
GCA_001846725.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/725/GCA_001846725.1_ASM184672v1/
GCA_001846735.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/735/GCA_001846735.1_ASM184673v1/
GCA_001846745.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/745/GCA_001846745.1_ASM184674v1/
GCA_001846785.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/785/GCA_001846785.1_ASM184678v1/
GCA_001846795.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/795/GCA_001846795.1_ASM184679v1/
GCA_001846815.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/815/GCA_001846815.1_ASM184681v1/
GCA_001846825.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/825/GCA_001846825.1_ASM184682v1/
GCA_001846865.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/865/GCA_001846865.1_ASM184686v1/
GCA_001846885.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/885/GCA_001846885.1_ASM184688v1/
GCA_001846895.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/895/GCA_001846895.1_ASM184689v1/
GCA_001846905.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/905/GCA_001846905.1_ASM184690v1/
GCA_001846945.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/945/GCA_001846945.1_ASM184694v1/
GCA_001846965.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/965/GCA_001846965.1_ASM184696v1/
GCA_001846975.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/975/GCA_001846975.1_ASM184697v1/
GCA_001846995.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/846/995/GCA_001846995.1_ASM184699v1/
GCA_001847025.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/025/GCA_001847025.1_ASM184702v1/
GCA_001847045.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/045/GCA_001847045.1_ASM184704v1/
GCA_001847065.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/065/GCA_001847065.1_ASM184706v1/
GCA_001847075.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/075/GCA_001847075.1_ASM184707v1/
GCA_001847085.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/085/GCA_001847085.1_ASM184708v1/
GCA_001847125.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/125/GCA_001847125.1_ASM184712v1/
GCA_001847135.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/135/GCA_001847135.1_ASM184713v1/
GCA_001847155.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/155/GCA_001847155.1_ASM184715v1/
GCA_001847175.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/175/GCA_001847175.1_ASM184717v1/
GCA_001847205.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/205/GCA_001847205.1_ASM184720v1/
GCA_001847225.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/225/GCA_001847225.1_ASM184722v1/
GCA_001847235.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/235/GCA_001847235.1_ASM184723v1/
GCA_001847245.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/245/GCA_001847245.1_ASM184724v1/
GCA_001847285.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/285/GCA_001847285.1_ASM184728v1/
GCA_001847305.1	Mycobacterium tuberculosis	Scaffold	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/305/GCA_001847305.1_ASM184730v1/
GCA_001847315.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/315/GCA_001847315.1_ASM184731v1/
GCA_001847335.1	Mycobacterium tuberculosis	Contig	2016-10-25	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/847/335/GCA_001847335.1_ASM184733v1/
