assembly_accession	organism_name	assembly_level	seq_rel_date	ftp_path
GCA_001184735.1	Mycobacterium tuberculosis variant bovis	Contig	2015-07-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/184/735/GCA_001184735.1_ASM118473v1/
GCA_001191715.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/191/715/GCA_001191715.1_5505_8_8/
GCA_001191955.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/191/955/GCA_001191955.1_5319_2_9/
GCA_001192435.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/192/435/GCA_001192435.1_5319_2_1/
GCA_001192515.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/192/515/GCA_001192515.1_5237_6_10/
GCA_001192575.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/192/575/GCA_001192575.1_5237_8_10/
GCA_001193015.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/193/015/GCA_001193015.1_5505_8_1/
GCA_001193075.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/193/075/GCA_001193075.1_5237_7_6/
GCA_001193195.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/193/195/GCA_001193195.1_5227_5_9/
GCA_001193775.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/193/775/GCA_001193775.1_5227_8_8/
GCA_001193955.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/193/955/GCA_001193955.1_5227_7_5/
GCA_001194055.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/194/055/GCA_001194055.1_5227_5_5/
GCA_001194365.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/194/365/GCA_001194365.1_6505_1_8/
GCA_001194425.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/194/425/GCA_001194425.1_5237_7_5/
GCA_001194925.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/194/925/GCA_001194925.1_5237_6_7/
GCA_001195185.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/185/GCA_001195185.1_5319_2_7/
GCA_001195325.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/325/GCA_001195325.1_5237_7_4/
GCA_001195645.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/645/GCA_001195645.1_5227_5_11/
GCA_001195665.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/665/GCA_001195665.1_5227_8_6/
GCA_001195685.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/685/GCA_001195685.1_5505_8_10/
GCA_001195725.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/725/GCA_001195725.1_5227_8_5/
GCA_001195765.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/765/GCA_001195765.1_5227_6_2/
GCA_001195845.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/845/GCA_001195845.1_5237_8_3/
GCA_001195905.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/905/GCA_001195905.1_5227_7_7/
GCA_001195965.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/195/965/GCA_001195965.1_5227_6_5/
GCA_001196185.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/185/GCA_001196185.1_5237_7_9/
GCA_001196225.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/225/GCA_001196225.1_5237_5_1/
GCA_001196295.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/295/GCA_001196295.1_6505_4_11/
GCA_001196315.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/315/GCA_001196315.1_6505_2_2/
GCA_001196335.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/335/GCA_001196335.1_5227_7_2/
GCA_001196635.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/635/GCA_001196635.1_5505_8_3/
GCA_001196715.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/715/GCA_001196715.1_6505_4_1/
GCA_001196835.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/835/GCA_001196835.1_5505_8_9/
GCA_001196935.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/935/GCA_001196935.1_6505_1_6/
GCA_001197035.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/035/GCA_001197035.1_5505_8_2/
GCA_001197095.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/095/GCA_001197095.1_5227_5_7/
GCA_001197435.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/435/GCA_001197435.1_5227_7_8/
GCA_001197475.1	Mycobacterium tuberculosis	Scaffold	2015-07-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/475/GCA_001197475.1_6505_5_8/
GCA_001197555.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/555/GCA_001197555.1_5477_7_7/
GCA_001197655.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/655/GCA_001197655.1_5237_6_1/
GCA_001197895.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/197/895/GCA_001197895.1_5477_8_11/
GCA_001198275.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/198/275/GCA_001198275.1_5227_8_9/
GCA_001198575.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/198/575/GCA_001198575.1_6505_1_3/
GCA_001198855.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/198/855/GCA_001198855.1_5237_5_3/
GCA_001199055.1	Mycobacterium tuberculosis	Scaffold	2015-07-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/199/055/GCA_001199055.1_6505_5_3/
GCA_001199275.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/199/275/GCA_001199275.1_5319_2_5/
GCA_001199935.1	Mycobacterium tuberculosis	Contig	2015-07-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/199/935/GCA_001199935.1_6505_5_4/
GCA_001200015.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/200/015/GCA_001200015.1_5237_8_8/
GCA_001200255.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/200/255/GCA_001200255.1_6505_2_7/
GCA_001200395.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/200/395/GCA_001200395.1_6505_5_2/
GCA_001200495.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/200/495/GCA_001200495.1_5237_7_1/
GCA_001200555.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/200/555/GCA_001200555.1_5237_6_4/
GCA_001201055.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/055/GCA_001201055.1_6505_4_9/
GCA_001201115.1	Mycobacterium tuberculosis	Contig	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/115/GCA_001201115.1_5319_2_4/
GCA_001201335.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/335/GCA_001201335.1_5227_5_6/
GCA_001201495.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/495/GCA_001201495.1_6505_2_11/
GCA_001201655.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/655/GCA_001201655.1_5237_8_4/
GCA_001201895.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/895/GCA_001201895.1_5227_6_11/
GCA_001201915.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/915/GCA_001201915.1_5227_6_1/
GCA_001201935.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/201/935/GCA_001201935.1_5477_8_7/
GCA_001202555.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/202/555/GCA_001202555.1_5227_5_12/
GCA_001202635.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/202/635/GCA_001202635.1_6505_1_4/
GCA_001202675.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/202/675/GCA_001202675.1_5477_7_2/
GCA_001202715.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/202/715/GCA_001202715.1_5237_5_11/
GCA_001202835.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/202/835/GCA_001202835.1_6505_4_5/
GCA_001203055.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/203/055/GCA_001203055.1_5319_2_2/
GCA_001203635.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/203/635/GCA_001203635.1_5237_6_11/
GCA_001203995.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/203/995/GCA_001203995.1_6505_2_1/
GCA_001204175.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/175/GCA_001204175.1_5237_5_9/
GCA_001204235.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/235/GCA_001204235.1_5477_8_8/
GCA_001204535.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/535/GCA_001204535.1_5227_5_4/
GCA_001204575.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/575/GCA_001204575.1_5477_8_9/
GCA_001204615.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/615/GCA_001204615.1_6505_5_9/
GCA_001204695.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/695/GCA_001204695.1_5477_7_3/
GCA_001204715.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/715/GCA_001204715.1_5227_5_10/
GCA_001204895.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/204/895/GCA_001204895.1_5237_6_8/
GCA_001205115.1	Mycobacterium tuberculosis	Scaffold	2015-07-19	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/205/115/GCA_001205115.1_5237_6_5/
GCA_001205215.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/205/215/GCA_001205215.1_5237_5_6/
GCA_001205295.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/205/295/GCA_001205295.1_6505_2_3/
GCA_001205775.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/205/775/GCA_001205775.1_5227_8_7/
GCA_001206155.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/206/155/GCA_001206155.1_5237_5_10/
GCA_001206715.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/206/715/GCA_001206715.1_6505_2_5/
GCA_001206955.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/206/955/GCA_001206955.1_5227_7_1/
GCA_001206975.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/206/975/GCA_001206975.1_6505_2_4/
GCA_001207015.1	Mycobacterium tuberculosis	Scaffold	2015-07-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/015/GCA_001207015.1_6505_5_6/
GCA_001207075.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/075/GCA_001207075.1_5237_5_2/
GCA_001207215.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/215/GCA_001207215.1_5477_8_5/
GCA_001207555.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/555/GCA_001207555.1_6505_4_2/
GCA_001207715.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/715/GCA_001207715.1_6505_4_3/
GCA_001207945.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/945/GCA_001207945.1_5227_7_9/
GCA_001207985.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/207/985/GCA_001207985.1_5237_8_7/
GCA_001208125.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/125/GCA_001208125.1_6505_1_5/
GCA_001208165.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/165/GCA_001208165.1_6505_1_10/
GCA_001208465.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/465/GCA_001208465.1_5227_8_1/
GCA_001208505.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/505/GCA_001208505.1_6505_4_10/
GCA_001208525.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/525/GCA_001208525.1_5227_6_9/
GCA_001208625.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/625/GCA_001208625.1_5237_5_4/
GCA_001208685.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/685/GCA_001208685.1_6505_4_4/
GCA_001208765.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/208/765/GCA_001208765.1_5477_8_6/
GCA_001209145.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/145/GCA_001209145.1_5237_6_2/
GCA_001209385.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/385/GCA_001209385.1_5227_6_8/
GCA_001209445.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/445/GCA_001209445.1_5477_7_5/
GCA_001209585.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/585/GCA_001209585.1_5237_7_3/
GCA_001209665.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/665/GCA_001209665.1_5237_5_7/
GCA_001209805.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/805/GCA_001209805.1_5477_7_6/
GCA_001209825.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/825/GCA_001209825.1_5237_8_5/
GCA_001209945.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/945/GCA_001209945.1_5477_7_8/
GCA_001209965.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/209/965/GCA_001209965.1_5227_6_3/
GCA_001210105.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/105/GCA_001210105.1_5477_7_11/
GCA_001210125.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/125/GCA_001210125.1_5237_8_1/
GCA_001210305.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/305/GCA_001210305.1_5227_8_11/
GCA_001210385.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/385/GCA_001210385.1_5227_8_4/
GCA_001210505.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/505/GCA_001210505.1_6505_4_6/
GCA_001210525.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/525/GCA_001210525.1_5505_8_11/
GCA_001210545.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/545/GCA_001210545.1_5237_6_9/
GCA_001210665.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/665/GCA_001210665.1_5237_8_2/
GCA_001210825.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/210/825/GCA_001210825.1_5477_8_10/
GCA_001211105.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/105/GCA_001211105.1_5237_6_3/
GCA_001211145.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/145/GCA_001211145.1_6505_2_10/
GCA_001211205.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/205/GCA_001211205.1_5237_6_6/
GCA_001211425.1	Mycobacterium tuberculosis	Scaffold	2015-07-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/425/GCA_001211425.1_5237_7_8/
GCA_001211465.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/465/GCA_001211465.1_5477_7_9/
GCA_001211585.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/585/GCA_001211585.1_6505_1_9/
GCA_001211605.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/605/GCA_001211605.1_5477_8_4/
GCA_001211765.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/211/765/GCA_001211765.1_5319_2_6/
GCA_001212345.1	Mycobacterium tuberculosis	Scaffold	2015-07-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/212/345/GCA_001212345.1_5505_8_7/
GCA_001270365.1	Mycobacterium tuberculosis	Contig	2015-08-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/365/GCA_001270365.1_ASM127036v1/
GCA_001270405.1	Mycobacterium tuberculosis	Contig	2015-08-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/405/GCA_001270405.1_ASM127040v1/
GCA_001274555.1	Mycobacterium tuberculosis variant bovis BCG	Complete Genome	2015-08-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/555/GCA_001274555.1_ASM127455v1/
GCA_001275565.2	Mycobacterium tuberculosis	Complete Genome	2016-08-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/565/GCA_001275565.2_ASM127556v2/
GCA_001282445.1	Mycobacterium tuberculosis	Scaffold	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/445/GCA_001282445.1_ASM128244v1/
GCA_001282455.1	Mycobacterium tuberculosis	Contig	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/455/GCA_001282455.1_ASM128245v1/
GCA_001282465.1	Mycobacterium tuberculosis	Scaffold	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/465/GCA_001282465.1_ASM128246v1/
GCA_001282475.1	Mycobacterium tuberculosis	Contig	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/475/GCA_001282475.1_ASM128247v1/
GCA_001282525.1	Mycobacterium tuberculosis	Contig	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/525/GCA_001282525.1_ASM128252v1/
GCA_001282535.1	Mycobacterium tuberculosis	Scaffold	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/535/GCA_001282535.1_ASM128253v1/
GCA_001282555.1	Mycobacterium tuberculosis	Scaffold	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/555/GCA_001282555.1_ASM128255v1/
GCA_001282575.1	Mycobacterium tuberculosis	Scaffold	2015-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/575/GCA_001282575.1_ASM128257v1/
GCA_001287005.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/005/GCA_001287005.1_bcg_Phipps/
GCA_001287045.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/045/GCA_001287045.1_bcg_Moreau/
GCA_001287065.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/065/GCA_001287065.1_bcg_Birkhaug/
GCA_001287105.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/105/GCA_001287105.1_bcg_Sweden/
GCA_001287125.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/125/GCA_001287125.1_bcg_Copenhagen/
GCA_001287165.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/165/GCA_001287165.1_bcg_Pasteur/
GCA_001287185.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/185/GCA_001287185.1_bcg_Glaxo/
GCA_001287205.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/205/GCA_001287205.1_bcg_Russia/
GCA_001287225.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/225/GCA_001287225.1_bcg_Prague/
GCA_001287245.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/245/GCA_001287245.1_bcg_China/
GCA_001287325.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/325/GCA_001287325.1_bcg_Connaught/
GCA_001287365.1	Mycobacterium tuberculosis variant bovis BCG	Scaffold	2015-09-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/287/365/GCA_001287365.1_bcg_Tice/
