accession	domain	phylum	class	order	family	genus	species
GB_GCA_023476545.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJYVH01	JAJYVH01 sp023476545
GB_GCA_030154045.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	JASKKU01	JASKKU01	JASKKU01 sp030154045
GB_GCA_018901755.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAHIDZ01	JAHIDZ01 sp018901755
GB_GCA_015520565.1	Archaea	Thermoplasmatota	Thermoplasmata	Aciduliprofundales	Aciduliprofundaceae	Aciduliprofundum	Aciduliprofundum sp015520565
RS_GCF_900115675.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halolamina	Halolamina pelagica
GB_GCA_021797355.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA509	UBA509 sp021797355
GB_GCA_035457865.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	UBA8516	UBA8516 sp035457865
RS_GCF_000337535.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrialba	Natrialba aegyptia
GB_GCA_021812025.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZYD01	JAJZYD01 sp021812025
GB_GCA_029237505.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp029237505
GB_GCA_011525095.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	MGIIa-K1 sp011525095
RS_GCF_014647415.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sebkhae
RS_GCF_035406105.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum sp035406105
RS_GCF_002067035.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula sp002067035
GB_GCA_030039995.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp030039995
GB_GCA_041479965.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	SM23-78	SM23-78	SM23-78 sp041479965
RS_GCF_004310395.1	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus	Methanofervidicoccus abyssi
GB_GCA_019323015.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	ARS49	WJJT01	WJJT01 sp019323015
RS_GCF_000970285.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis
RS_GCF_029167205.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanocrinis	Methanocrinis alkalitolerans
GB_GCA_023659895.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZS01	QMZS01	JAGXOL01	JAGXOL01 sp023659895
GB_GCA_030691555.1	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	UBA8941	UBA8941 sp030691555
GB_GCA_038874595.1	Archaea	Micrarchaeota	Micrarchaeia	CAILAH01	CAILAH01	CAILAH01	CAILAH01 sp038874595
RS_GCF_029633915.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	Methanomicrobium antiquum
GB_GCA_027491915.1	Archaea	Korarchaeota	Korarchaeia	Korarchaeales	Korarchaeaceae	JAOZGC01	JAOZGC01 sp027491915
GB_GCA_025058425.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JANXEG01	JANXEG01	JANXEG01 sp025058425
GB_GCA_020793565.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	DQIP01	DQIP01 sp020793565
GB_GCA_021799185.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA509	UBA509 sp021799185
GB_GCA_029259535.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	B39-G2	Alkanophaga	Alkanophaga liquidiphilum
GB_GCA_015521265.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	WAON01	WAON01 sp015521265
GB_GCA_016784125.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GCA-2686295	GCA-2686295	GCA-2686295 sp014384455
RS_GCF_024972735.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halalkaliarchaeum	Halalkaliarchaeum sp024972735
GB_GCA_030753015.1	Archaea	SpSt-1190	SpSt-1190	JASMDC01	JASMDC01	JASMDC01	JASMDC01 sp030753015
GB_GCA_038894255.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JAWAPV01	JAWAPV01 sp038894255
RS_GCF_029250625.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp029250625
GB_GCA_963583355.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	MGIIa-K1 sp963583355
GB_GCA_038896535.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	J096	J096	J096 sp038896535
RS_GCF_004799665.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum	Halapricum salinum
GB_GCA_018692915.1	Archaea	Nanobdellota	Nanobdellia	UBA10117	JABICX01	JABICX01	JABICX01 sp018692915
GB_GCA_015521115.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	S143-63	S143-63 sp015521115
GB_GCA_020854925.1	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	NM3	JAHKLV01	JAHKLV01 sp020854925
GB_GCA_041484255.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	ARS49	JAWAAW01	JAWAAW01 sp041484255
GB_GCA_018675335.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA11576	JABJCP01	JABJCP01 sp018675335
GB_GCA_014189685.1	Archaea	Undinarchaeota	Undinarchaeia	Undinarchaeales	Naiadarchaeaceae	Naiadarchaeum	Naiadarchaeum limnaeum
GB_GCA_030156945.1	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp030156945
GB_GCA_022545895.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp022545895
RS_GCF_003856835.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus	Haloplanus aerogenes
GB_GCA_023140175.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	WJIZ01	WJIZ01	WJIZ01 sp023140175
GB_GCA_001919285.1	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6 sp001919285
GB_GCA_003023165.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex sp003023165
GB_GCA_022564515.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	DRGT01	DRGT01 sp022564515
GB_GCA_027366155.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJZIZ01	JAJZIZ01 sp027366155
RS_GCF_009674585.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax marinisediminis
RS_GCF_000744455.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp000744455
GB_GCA_014894395.1	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SM1-50	SM1-50 sp014894395
GB_GCA_036626395.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	QS-5-68-33	QS-5-68-33 sp036626395
RS_GCF_000739595.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum halophilum
GB_GCA_020854755.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	JAHKLN01	JAHKLN01 sp020854755
GB_GCA_021650775.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Benthortus	Benthortus lauensis
GB_GCA_023128135.1	Archaea	Thermoproteota	Bathyarchaeia	RBG-16-48-13	JAGMEO01	JAGMEO01	JAGMEO01 sp023128135
GB_GCA_002696315.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-I	MGIIa-I sp002696315
GB_GCA_016841955.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp016841955
GB_GCA_009694725.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	SICV01	SICV01 sp009694725
GB_GCA_021827955.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAKATY01	JAKATY01 sp021827955
GB_GCA_023261755.1	Archaea	Thermoplasmatota	Thermoplasmata	Aciduliprofundales	ARK-15	ARK-15	ARK-15 sp023261755
GB_GCA_026985435.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Calypsonella	Calypsonella sp026985435
RS_GCF_030186535.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Ignisphaeraceae	Ignisphaera	Ignisphaera cupida
GB_GCA_041664905.1	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	JAAZKV01	JAAZKV01	JAAZKV01 sp041664905
GB_GCA_021848095.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJZOD01	JAJZOD01 sp021848095
GB_GCA_030627005.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	MTP4	MTP4 sp9310u
RS_GCF_900111485.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema hispanicum_A
GB_GCA_009781675.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	Bathycorpusculum	Bathycorpusculum acetigenes
GB_GCA_038882975.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JAGTQI01	JAGTQI01 sp038882975
RS_GCF_036625485.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas sp036625485
GB_GCA_021162845.1	Archaea	Thermoproteota	Thermoprotei	QMSL01	B3-G16	JAGGXX01	JAGGXX01 sp021162845
RS_GCF_900114585.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter olleyae
GB_GCA_025059205.1	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Wolframiiraptoraceae	Terraquivivens	Terraquivivens sp025059205
GB_GCA_017601395.1	Archaea	Thermoproteota	EX4484-205	EX4484-205	JAAOZP01	JAAOZP01	JAAOZP01 sp017601395
RS_GCF_017094525.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum	Halapricum desulfuricans
GB_GCA_005878635.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12 sp005878635
RS_GCF_024298825.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloglomus	Haloglomus salinum
GB_GCA_021823425.1	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	JAHJBR01	JAHJBR01 sp021823425
GB_GCA_025937665.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	TA-21 sp025937665
GB_GCA_964230945.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	UBA226	UBA226 sp964230945
GB_GCA_015521185.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	S143-63	S143-63 sp015521185
GB_GCA_017601265.1	Archaea	Thermoproteota	EX4484-205	EX4484-205	DTQO01	DTQO01	DTQO01 sp017601265
RS_GCF_024300825.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas gomsonensis
RS_GCF_005049285.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis salina
GB_GCA_018238825.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	MP8T-1	MP8T-1 sp018238825
GB_GCA_037386545.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathyarchaeaceae	Bathyarchaeum	Bathyarchaeum sp037386545
GB_GCA_021818765.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	UBA582	UBA582 sp021818765
GB_GCA_004195435.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	PSPM01	PSPM01 sp004195435
GB_GCA_041489925.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	ARS49	JAWAAW01	JAWAAW01 sp041489925
GB_GCA_041652755.1	Archaea	Nanobdellota	Nanobdellia	Tiddalikarchaeales	Tiddalikarchaeaceae	JAQTTT01	JAQTTT01 sp041652755
GB_GCA_026708305.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	WTHC01	WTHC01 sp026708305
GB_GCA_029987395.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum sp029987395
GB_GCA_022709585.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAKLIN01	JAKLIN01 sp022709585
GB_GCA_019136335.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp019136335
GB_GCA_023136775.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	JAGVXH01	JAGVXH01 sp023136775
RS_GCF_032714615.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum furvi
GB_GCA_030693105.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp030693105
GB_GCA_029855935.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	B65-G9	B65-G9 sp029855935
GB_GCA_001595785.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	SM23-78	SM23-78	SM23-78 sp001595785
GB_GCA_029785825.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA183	UBA183	UBA183 sp029785825
GB_GCA_963577905.1	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp963577905
RS_GCF_000007185.1	Archaea	Methanobacteriota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri
GB_GCA_902511735.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp902511735
RS_GCF_024170505.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	Methanocalculus alkaliphilus
GB_GCA_027339055.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	Micrarchaeum_A	Micrarchaeum_A sp027339055
GB_GCA_002716085.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	UBA36	UBA36 sp002716085
GB_GCA_014859785.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens_A	Methanoperedens_A sp014859785
GB_GCA_027341315.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	GW2011-AR1	GW2011-AR1 sp027341315
GB_GCA_023379435.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	WAQW01	WAQW01 sp023379435
GB_GCA_025058005.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	JAHLMN01	JAHLMN01 sp025058005
GB_GCA_038046665.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12 sp038046665
GB_GCA_018334835.1	Archaea	Thermoplasmatota	Thermoplasmata	Halarchaeoplasmatales	Halarchaeoplasmataceae	Natronoplasma	Natronoplasma sp018334835
GB_GCA_005878615.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12 sp005878615
GB_GCA_025057895.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	WYZ-LMO2	WYZ-LMO2 sp025057895
GB_GCA_023140035.1	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	JAGLML01	JAGLML01 sp023140035
GB_GCA_027319905.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJYVH01	JAJYVH01 sp021823435
GB_GCA_023133595.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	WJKV01	JAGLWF01	JAGLWF01 sp023133595
RS_GCF_005239135.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas salsuginis
GB_GCA_030673725.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	QMZP01	DAOVIL01	DAOVIL01 sp030673725
GB_GCA_021848065.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CABMGC01	JAJZNA01	JAJZNA01 sp021848065
RS_GCF_017874455.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_C	Methanobacterium_C aggregans
RS_GCF_001886955.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum	Halodesulfurarchaeum formicicum
GB_GCA_038888155.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	UBA285	UBA285 sp038888155
GB_GCA_021790425.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAJYEA01	JAJYEA01 sp021790425
GB_GCA_003649205.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	B15-G16	B15-G16	B15-G16 sp003649205
GB_GCA_028751075.1	Archaea	Halobacteriota	Halobacteria	Halorutilales	Halorutilaceae	JAQZDA01	JAQZDA01 sp028751075
GB_GCA_003661975.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	DTEX01	B63	B63 sp003661975
RS_GCF_003675875.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	QS-9-68-17	Halostella	Halostella limicola
GB_GCA_030019205.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	JACTUA01	JASEFH01	JASEFH01 sp030019205
GB_GCA_038891095.1	Archaea	Altiarchaeota	Altiarchaeia	IMC4	QMZM01	JAWAEV01	JAWAEV01 sp038891095
GB_GCA_014361455.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	Methanomethylicaceae	Methanosuratincola	Methanosuratincola sp014361455
GB_GCA_007122455.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas sp007122455
GB_GCA_004028775.1	Archaea	Thermoproteota	Methanomethylicia	Methanomethylicales	Methanomethylicaceae	Methanosuratincola	Methanosuratincola subterraneus
GB_GCA_030055615.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	DSM-23052	Methanothermobacter_A	Methanothermobacter_A sp030055615
GB_GCA_022750055.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp022750055
GB_GCA_026986575.1	Archaea	Korarchaeota	Korarchaeia	Korarchaeales	Korarchaeaceae	WALU01	WALU01 sp026986575
GB_GCA_037916495.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184	UBA184 sp037916495
RS_GCF_000336935.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus salifodinae
GB_GCA_025464585.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	QMVO01	QMVO01 sp025464585
RS_GCF_020804225.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp020804225
GB_GCA_015520395.1	Archaea	Thermoproteota	Thermoprotei	Gearchaeales	WAQG01	WAQG01	WAQG01 sp015520395
GB_GCA_028822955.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp028822955
RS_GCF_000632495.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus copahuensis
GB_GCA_030037265.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	JAKIWV01	JAKIWV01 sp030037265
RS_GCF_028693135.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp028693135
GB_GCA_027023255.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	NBVN01	WAOL01	WAOL01 sp027023255
GB_GCA_963682135.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix sp963682135
GB_GCA_030614485.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanocomedenaceae	QBUR01	QBUR01 sp030614485
GB_GCA_002689345.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	MGIIa-K1 sp002689345
GB_GCA_003661945.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	UBA233	UBA233 sp003661945
GB_GCA_041489255.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	JAFNFQ01	JAFNFQ01	JAFNFQ01 sp041489255
GB_GCA_018302725.1	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR20	JAGVZJ01	JAGVZJ01 sp018302725
GB_GCA_041479945.1	Archaea	Thermoproteota	EX4484-205	EX4484-205	JAAOZO01	JBGOYZ01	JBGOYZ01 sp041479945
GB_GCA_002839545.1	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens_A	Methanoperedens_A sp002839545
GB_GCA_003663045.1	Archaea	Altiarchaeota	Altiarchaeia	IMC4	QMZM01	QMZG01	QMZG01 sp003663045
GB_GCA_029775995.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JARVJX01	JARVJX01	JARVJX01 sp029775995
RS_GCF_003838065.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	Methanocalculus sp003838065
GB_GCA_038886595.1	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1	CAKZRD01	CAKZRD01 sp038886595
RS_GCF_034480035.2	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp017431845
GB_GCA_029241965.1	Archaea	Halobacteriota	Syntropharchaeia	Alkanophagales	Methanospirareceae	QENJ01	QENJ01 sp029241965
GB_GCA_900767505.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanoprimaticola	Methanoprimaticola sp900767505
GB_GCA_937894115.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2	MGIIa-L2 sp937894115
GB_GCA_015521535.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	SZUA-1535	SZUA-1535	SZUA-1535 sp015521535
GB_GCA_003022845.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus	Halovenus sp003022845
GB_GCA_902563095.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	MGIIa-K1 sp902563095
RS_GCF_004799685.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	Halobellus limi
GB_GCA_018812355.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR9	JAHJDQ01	JAHJDQ01 sp018812355
RS_GCF_900110455.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema salifodinae
GB_GCA_003661385.1	Archaea	Korarchaeota	Korarchaeia	B14-G2	B14-G2	B14-G2	B14-G2 sp003661385
GB_GCA_039000735.1	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAWBOD01	JAWBOD01 sp039000735
GB_GCA_002718195.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L4	MGIIa-L4 sp002718195
RS_GCF_000193375.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis
GB_GCA_019323355.1	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	WJKV01	JAGLWF01	JAGLWF01 sp019323355
GB_GCA_021789815.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZAB01	JAJZAB01 sp021789815
RS_GCF_000337695.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronococcus	Natronococcus jeotgali
RS_GCF_036626355.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halolamina	Halolamina sp036626355
GB_GCA_041500425.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathycorpusculaceae	JBGQME01	JBGQME01 sp041500425
GB_GCA_902794475.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp902794475
GB_GCA_023474155.1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	JAJZMY01	JAJZMY01 sp023474155
GB_GCA_964230915.1	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	UBA226	UBA226 sp964230915
GB_GCA_015662355.1	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus	Methanofervidicoccus okinawensis_A
RS_GCF_020405185.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium salinisoli
GB_GCA_003649745.1	Archaea	Thermoplasmatota	E2	DHVEG-1	B8-G13	B8-G13	B8-G13 sp003649745
GB_GCA_001564255.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11-E2g1	Tc-Br11-E2g1 sp001564255
GB_GCA_021789945.1	Archaea	Thermoplasmatota	Thermoplasmata	UBA10834	UBA10834	JAJYIS01	JAJYIS01 sp021789945
GB_GCA_027036775.1	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_B	Archaeoglobus_B sp027036775
