run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR3097589	SAMEA5277537	ERX3158405	PRJEB30985	9606	Homo sapiens	84624114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3097589/ERR3097589.fastq.gz	85083945a6ee5f8ea98e2af51029db62
ERR3097590	SAMEA5277538	ERX3158406	PRJEB30985	9606	Homo sapiens	46316422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3097590/ERR3097590.fastq.gz	5637e8913f07c77ae6ba4dc045c19ed9
ERR3097591	SAMEA5277539	ERX3158407	PRJEB30985	9606	Homo sapiens	107955517	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3097591/ERR3097591.fastq.gz	3728f038d793dd24a61b6baa02c76e59
ERR3097592	SAMEA5277540	ERX3158408	PRJEB30985	9606	Homo sapiens	9615099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3097592/ERR3097592.fastq.gz	498c4650c574bea316ef852513c1cdff
ERR3097593	SAMEA5277536	ERX3158409	PRJEB30985	9606	Homo sapiens	37386481	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3097593/ERR3097593.fastq.gz	193ce0f7677268baf0e9229a7ae80a56
ERR3097594	SAMEA5277541	ERX3158410	PRJEB30985	9606	Homo sapiens	561920693	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3097594/ERR3097594.fastq.gz	c2218ea6c779356ba1b869b68a76ccc5
ERR3097595	SAMEA5277542	ERX3158411	PRJEB30985	9606	Homo sapiens	341997731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3097595/ERR3097595.fastq.gz	c149eea5193645ac3b8de74166354af5
ERR3097596	SAMEA5277543	ERX3158412	PRJEB30985	9606	Homo sapiens	137851649	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3097596/ERR3097596.fastq.gz	f027ff38176ce80ec9f2f351b05b0873
ERR3097597	SAMEA5277534	ERX3158413	PRJEB30985	9606	Homo sapiens	1925580	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3097597/ERR3097597.fastq.gz	5f13bc12eedeeb50db43b4d726ea0231
ERR3097598	SAMEA5277535	ERX3158414	PRJEB30985	9606	Homo sapiens	151608	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3097598/ERR3097598.fastq.gz	06863ad611b372eef6302b6532fa5dba
ERR3097599	SAMEA5277537	ERX3158415	PRJEB30985	9606	Homo sapiens	569071	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3097599/ERR3097599.fastq.gz	bc1b4ac4f9228f32a31c89c01e6c548c
ERR3097600	SAMEA5277538	ERX3158416	PRJEB30985	9606	Homo sapiens	15949187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3097600/ERR3097600.fastq.gz	deca27333e4235a1b3f2e9944fff050e
ERR3097601	SAMEA5277539	ERX3158417	PRJEB30985	9606	Homo sapiens	3989928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3097601/ERR3097601.fastq.gz	a673b489d94ca5c5e4a3f5d6a73145bc
ERR3097602	SAMEA5277540	ERX3158418	PRJEB30985	9606	Homo sapiens	2880373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3097602/ERR3097602.fastq.gz	20a3b1481a1b1926246d9e3f26d9408e
ERR3097603	SAMEA5277536	ERX3158419	PRJEB30985	9606	Homo sapiens	586343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3097603/ERR3097603.fastq.gz	a92a3b38a92aa84cd1041f5bd4b7b9ce
ERR3097604	SAMEA5277541	ERX3158420	PRJEB30985	9606	Homo sapiens	20839516	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3097604/ERR3097604.fastq.gz	24833f01348fcfc62046361268c14658
ERR3097605	SAMEA5277542	ERX3158421	PRJEB30985	9606	Homo sapiens	7618796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3097605/ERR3097605.fastq.gz	94e1e1cbca5f5c53c7ef0a7dbb00c728
ERR3097606	SAMEA5277543	ERX3158422	PRJEB30985	9606	Homo sapiens	16495780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3097606/ERR3097606.fastq.gz	3bc7c4cb151dc0eb01e2f884f9758a0d
ERR4463385	SAMEA7190256	ERX4403756	PRJEB38406	9606	Homo sapiens	694226718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463385/ERR4463385.fastq.gz	e0f6fad3bd3ee78b664b32d4b3ee31ec
ERR4463386	SAMEA7190257	ERX4403757	PRJEB38406	9606	Homo sapiens	63517132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4463386/ERR4463386.fastq.gz	5c400a891bac5b6c790fbd7108dca7ec
ERR4463387	SAMEA7190258	ERX4403758	PRJEB38406	9606	Homo sapiens	202880120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463387/ERR4463387.fastq.gz	8e6b3dd235e3faa13942d371e30c58c2
ERR4463388	SAMEA7190259	ERX4403759	PRJEB38406	9606	Homo sapiens	338896944	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463388/ERR4463388.fastq.gz	3a6f4a93a7dbb3fc9b2f498dd0d022b1
ERR4463389	SAMEA7190260	ERX4403760	PRJEB38406	9606	Homo sapiens	164677889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463389/ERR4463389.fastq.gz	0ed51c61884228e621a095a8dca82d97
ERR4463390	SAMEA7190261	ERX4403761	PRJEB38406	9606	Homo sapiens	320972572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463390/ERR4463390.fastq.gz	fea416fd94006c7eb4db3cea27346115
ERR4463391	SAMEA7190262	ERX4403762	PRJEB38406	9606	Homo sapiens	68270341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463391/ERR4463391.fastq.gz	08809b447bea68ff8db1c66c50c2522e
ERR4463392	SAMEA7190275	ERX4403763	PRJEB38406	9606	Homo sapiens	302006506	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463392/ERR4463392.fastq.gz	52fb49f3179626091b5184b6e558e6fb
ERR4463394	SAMEA7190263	ERX4403765	PRJEB38406	9606	Homo sapiens	179174977	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4463394/ERR4463394.fastq.gz	adc8c66821be3efcbfa348ad6235f4b7
ERR4463395	SAMEA7190256	ERX4403766	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463395/ERR4463395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463395/ERR4463395_2.fastq.gz	963c215245278d934a7e22f549ad86d4;2d11685e3ad65ff3c05fb4f2ff93bdad
ERR4463396	SAMEA7190264	ERX4403767	PRJEB38406	9606	Homo sapiens	307375655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4463396/ERR4463396.fastq.gz	d94bbd41e41297b763a226bd5961362f
ERR4463397	SAMEA7190265	ERX4403768	PRJEB38406	9606	Homo sapiens	463492064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463397/ERR4463397.fastq.gz	4b6fa08ef7a03eb919f2b9911e640374
ERR4463398	SAMEA7190266	ERX4403769	PRJEB38406	9606	Homo sapiens	295464136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463398/ERR4463398.fastq.gz	32c10dbf744d9d413f95c1d83983aa0f
ERR4463399	SAMEA7190267	ERX4403770	PRJEB38406	9606	Homo sapiens	294861908	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463399/ERR4463399.fastq.gz	a2b151395039ed8849b5de957edfa1ad
ERR4463426	SAMEA7190268	ERX4403797	PRJEB38406	9606	Homo sapiens	371824090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4463426/ERR4463426.fastq.gz	d97274c0bd459dd9c50d3e3132befad5
ERR4463427	SAMEA7190269	ERX4403798	PRJEB38406	9606	Homo sapiens	441899515	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463427/ERR4463427.fastq.gz	80ffc6edc2057cc818c2558c03846d40
ERR4463428	SAMEA7190271	ERX4403799	PRJEB38406	9606	Homo sapiens	335100568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463428/ERR4463428.fastq.gz	946829827939bab08d4d900138eb427b
ERR4463429	SAMEA7190272	ERX4403800	PRJEB38406	9606	Homo sapiens	225046551	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463429/ERR4463429.fastq.gz	2face1529f677deba836421959ce1bd5
ERR4463430	SAMEA7190273	ERX4403801	PRJEB38406	9606	Homo sapiens	137642495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463430/ERR4463430.fastq.gz	96a55359526239d243c1158d5f81db4a
ERR4463431	SAMEA7190276	ERX4403802	PRJEB38406	9606	Homo sapiens	242619978	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463431/ERR4463431.fastq.gz	dc880e451684c74dbdec982ca49b809c
ERR4463433	SAMEA7190256	ERX4403804	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463433/ERR4463433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463433/ERR4463433_2.fastq.gz	f0648511b3c0606470cfa4469a560405;0d51ce1e49e653f98bb7a15afa9d8250
ERR4463437	SAMEA7190256	ERX4403808	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463437/ERR4463437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463437/ERR4463437_2.fastq.gz	de09ed92c44fdeea595cd9c153f28384;4dad31f230118083b7d89eaa93c1baa1
ERR4463441	SAMEA7190256	ERX4403812	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463441/ERR4463441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463441/ERR4463441_2.fastq.gz	5fd9343707eabd9f1911741dbf3ba2a5;037131058577ccba89a824f3525c7f42
ERR4463443	SAMEA7190256	ERX4403814	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463443/ERR4463443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463443/ERR4463443_2.fastq.gz	7c38c0189d5879512e04b52cc6cd067d;c97bc82a1469b832bf15618990c1312d
ERR4463446	SAMEA7190256	ERX4403817	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4463446/ERR4463446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4463446/ERR4463446_2.fastq.gz	d19a4fac3c0a094656ff53ea47c25995;da206b12184446a2527651344dbbccaf
ERR4463450	SAMEA7190256	ERX4403821	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463450/ERR4463450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463450/ERR4463450_2.fastq.gz	03e3f5d9eb1ac50f69c47a5a3b66c27f;111d1e6d2e0a96e330838c8324297abe
ERR4463453	SAMEA7190256	ERX4403824	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463453/ERR4463453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463453/ERR4463453_2.fastq.gz	eb042da1bcfe3056b7827f821fabc1e4;b467d9ef84be14111f408706426b12e3
ERR4463455	SAMEA7190256	ERX4403826	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463455/ERR4463455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463455/ERR4463455_2.fastq.gz	8bc50e6ffaad6ec68a083a6009060827;c37f1f5324985f4416cf4c935df1d32e
ERR4463459	SAMEA7190256	ERX4403830	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463459/ERR4463459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463459/ERR4463459_2.fastq.gz	b71041bc29bbbc4d8365a98b90c61fcb;d20a8bd236b124ef6f3ca6b3bacf97b6
ERR4463462	SAMEA7190256	ERX4403833	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463462/ERR4463462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463462/ERR4463462_2.fastq.gz	aefff510ab7468e81111a9b1e18eeeb5;613e2affe88c38f601254153c0d7b91b
ERR4463465	SAMEA7190256	ERX4403836	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463465/ERR4463465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463465/ERR4463465_2.fastq.gz	3ebf6a5b2d5a90f62adc4289b81a01df;c49e88697da48756ec3b95946e7764b3
ERR4463468	SAMEA7190256	ERX4403839	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463468/ERR4463468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463468/ERR4463468_2.fastq.gz	4c694f8cf8f9f2d5bfe9f22b0ae43d03;b39e1a6d14b7e95c706e1c0bb86e12e3
ERR4463471	SAMEA7190256	ERX4403842	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463471/ERR4463471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463471/ERR4463471_2.fastq.gz	4730d74e50b5e43bc96d3b4e32305b8d;be0514aca3a04077d7e01b0b608f224a
ERR4463475	SAMEA7190256	ERX4403846	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463475/ERR4463475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463475/ERR4463475_2.fastq.gz	520dbd6b9c93fb8edb210d26415d095b;e537a4fadea53ef0a8b714e1d7e9586e
ERR4463479	SAMEA7190256	ERX4403850	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463479/ERR4463479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4463479/ERR4463479_2.fastq.gz	91646a0acf87762ba7d1626a39035155;f5eaebe85f6329bb47a014cd7075a340
ERR4463482	SAMEA7190256	ERX4403853	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463482/ERR4463482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463482/ERR4463482_2.fastq.gz	e9bbb3876bb2bff97f170fffdfb695dc;2ea1ba09f781514909ad3e4e4dad95c0
ERR4463484	SAMEA7190256	ERX4403855	PRJEB38406	9606	Homo sapiens	278156010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4463484/ERR4463484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4463484/ERR4463484_2.fastq.gz	f91ad0fed8779a28ac08ca6c0447c344;80c01078e4bfe3cd1c55a04c1429dcd1
ERR4463487	SAMEA7190257	ERX4403858	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463487/ERR4463487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463487/ERR4463487_2.fastq.gz	0d800debfdac7186ef666586cbe928c6;ecdf30f591ff7a6b336e53cfbf6c46f3
ERR4463490	SAMEA7190257	ERX4403861	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463490/ERR4463490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463490/ERR4463490_2.fastq.gz	4c668f8840bcad7db8adce942c04929e;d1478991b35c00641211a895260603d3
ERR4463492	SAMEA7190257	ERX4403863	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463492/ERR4463492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463492/ERR4463492_2.fastq.gz	6ea3948735fecd29094033177e599ce2;3d4dd10841c7799a848879a503ba1925
ERR4463495	SAMEA7190257	ERX4403866	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463495/ERR4463495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463495/ERR4463495_2.fastq.gz	a3dd0ff94e7d6281bb0f270ae5120b0b;338dc470447b944d5d2f9314e40765af
ERR4463498	SAMEA7190257	ERX4403869	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463498/ERR4463498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4463498/ERR4463498_2.fastq.gz	ca237f69967312d308463c561c8f0bc2;885b5c8dfb3cd1249a91997ce468a8be
ERR4463501	SAMEA7190257	ERX4403872	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463501/ERR4463501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463501/ERR4463501_2.fastq.gz	c9dcaa1232f113d069f390e952dea9f8;6174c5b28c9854da5e10570c38a401ad
ERR4463503	SAMEA7190257	ERX4403874	PRJEB38406	9606	Homo sapiens	210049180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463503/ERR4463503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463503/ERR4463503_2.fastq.gz	d6a37273b648a08366a84d0202f50511;d4c4cdf906bd81de30c44fb2d1252af1
ERR4463505	SAMEA7190258	ERX4403876	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463505/ERR4463505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4463505/ERR4463505_2.fastq.gz	7496c06a291d7c95090f617534944646;8f03694979ec410c53eaf7dcfb73755f
ERR4463507	SAMEA7190258	ERX4403878	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463507/ERR4463507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463507/ERR4463507_2.fastq.gz	8c9dd86136140deb831ded8bd903824f;3317ea6bf773f3bbc93f4c28039227e8
ERR4463511	SAMEA7190258	ERX4403882	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463511/ERR4463511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463511/ERR4463511_2.fastq.gz	8d7b0dced36ca11fdb8f239b5736708f;b21389d2b542b9647d15f73143fc8b57
ERR4463514	SAMEA7190258	ERX4403885	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4463514/ERR4463514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4463514/ERR4463514_2.fastq.gz	ceac623ad79bdf932e291ab489fbab16;82f4fa3bbe624beeeb8cb7bc1379a55d
ERR4463517	SAMEA7190258	ERX4403888	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463517/ERR4463517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463517/ERR4463517_2.fastq.gz	d97c1a940c06b27cc04f002b5b7e9f83;ddcc44ad36492e302ac1b0c30dbddbbd
ERR4463520	SAMEA7190258	ERX4403891	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463520/ERR4463520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463520/ERR4463520_2.fastq.gz	2f9e05ebd7f6a38b67f82df16df6098a;a481ef6e40d60937a51fe0fc7f4ac764
ERR4463523	SAMEA7190258	ERX4403894	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463523/ERR4463523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463523/ERR4463523_2.fastq.gz	1b15a90c3235c50bda098c11d08bc0d2;144e4b5e9a39fe751c3a6ced99bcfa6d
ERR4463527	SAMEA7190258	ERX4403898	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463527/ERR4463527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4463527/ERR4463527_2.fastq.gz	9e68b8bde25d2fcd4c5e79b803d0b390;302f61767df01c5ed9c717d162e57d91
ERR4463531	SAMEA7190258	ERX4403902	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463531/ERR4463531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4463531/ERR4463531_2.fastq.gz	94291c0b0646cd1afdb65e46184193b2;df47ae3145a16fd2dccfa888b22e86af
ERR4463532	SAMEA7190258	ERX4403903	PRJEB38406	9606	Homo sapiens	210350330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463532/ERR4463532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4463532/ERR4463532_2.fastq.gz	c60504d4791e192d561041c63b137083;eb548b9c7b4c721f262a716aa2ef1a1c
ERR4463570	SAMEA7190260	ERX4403941	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463570/ERR4463570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4463570/ERR4463570_2.fastq.gz	9204bfc52679d8d518edeb4410f7c4aa;c99b1ad061e8c0fab0b6129b144f79ed
ERR4463573	SAMEA7190260	ERX4403944	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463573/ERR4463573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4463573/ERR4463573_2.fastq.gz	0f108a5219804d1d46b6b84e4df1f826;80262755a539252d72ae298e40fa9b40
ERR4465089	SAMEA7190260	ERX4403947	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465089/ERR4465089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465089/ERR4465089_2.fastq.gz	0c001917ddc7b35f12385cbb24a20e0e;57b863805107f25c26b34a6ce364c4f5
ERR4465092	SAMEA7190260	ERX4403950	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465092/ERR4465092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465092/ERR4465092_2.fastq.gz	136a0034991da0e7071d19a35c776fd3;61a6e479b4303ac2cc5e4b5a264bb7de
ERR4465095	SAMEA7190260	ERX4403953	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465095/ERR4465095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465095/ERR4465095_2.fastq.gz	08e71caab9d1cef955f00b9435ad1e75;2671cfd070dcefe1113cf7d6799a0674
ERR4465098	SAMEA7190260	ERX4403956	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465098/ERR4465098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465098/ERR4465098_2.fastq.gz	f50dad1589dd22a55ea073f1b3b83cc7;52be55a084ced1c1849cbac98cbc2548
ERR4465101	SAMEA7190260	ERX4403959	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465101/ERR4465101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465101/ERR4465101_2.fastq.gz	92ac439731d7d95a893e0e9596c93021;693ec84501011626eff54bbdacf7462d
ERR4465104	SAMEA7190260	ERX4403962	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465104/ERR4465104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465104/ERR4465104_2.fastq.gz	f6279d4a28a01f8503a12f0ff1caff6b;ff7922ea265523f4ca4f43c226694c6e
ERR4465108	SAMEA7190260	ERX4403966	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465108/ERR4465108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465108/ERR4465108_2.fastq.gz	ab11d8e7b3e2919d45d88d51e4447746;5793dd185a0b9fc905278ed83a9e25cf
ERR4465111	SAMEA7190260	ERX4403969	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465111/ERR4465111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465111/ERR4465111_2.fastq.gz	538bd16c3a8ed46c0bb19db8a72efaa6;95d8e99bd18f206de08127dfd64eccef
ERR4465114	SAMEA7190260	ERX4403972	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465114/ERR4465114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465114/ERR4465114_2.fastq.gz	5fb664ded7484cb7ea9b5cf0f5e843a3;997d454ff4fbe87a514b67774c71e339
ERR4465119	SAMEA7190260	ERX4403977	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465119/ERR4465119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465119/ERR4465119_2.fastq.gz	08f843159926e84f1af72f99929da1ba;3f08f517261a8e0d4053ff1a0facd056
