run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR4465121	SAMEA7190260	ERX4403979	PRJEB38406	9606	Homo sapiens	424127310	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465121/ERR4465121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465121/ERR4465121_2.fastq.gz	27ea77efb998aff9826a608c6dcac208;11b72e684e28e11c2ca31077bc90ec1e
ERR4465125	SAMEA7190261	ERX4403983	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465125/ERR4465125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465125/ERR4465125_2.fastq.gz	582a89421d8ae1e729105d2d0a657f0a;7ca4fb9ac33b866ac1b717ce9909269a
ERR4465130	SAMEA7190261	ERX4403988	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465130/ERR4465130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465130/ERR4465130_2.fastq.gz	39558996ccef4552ea5dba2691d652a8;091b845f1e74c6f13b4b74633880e1d2
ERR4465133	SAMEA7190261	ERX4403991	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465133/ERR4465133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465133/ERR4465133_2.fastq.gz	be36931b2fdc0a2298fb1466b7ffd887;56cbe397d0d6e13592d37228b2e2e730
ERR4465135	SAMEA7190261	ERX4403993	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465135/ERR4465135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465135/ERR4465135_2.fastq.gz	8bdac3cee4d365d4037324d0fc4ef97b;ce19d04251d093d3756c01da2914001a
ERR4465137	SAMEA7190261	ERX4403995	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465137/ERR4465137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465137/ERR4465137_2.fastq.gz	e1579edbaf9075a87bf3e5ac7ac40b3b;c074a3f10d06cf87f81d232370268f6e
ERR4465141	SAMEA7190261	ERX4403999	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465141/ERR4465141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465141/ERR4465141_2.fastq.gz	47c117fd7755733d6a6f44aee2055451;d703c8324f4ef4009460536f004d3f24
ERR4465144	SAMEA7190261	ERX4404002	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465144/ERR4465144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465144/ERR4465144_2.fastq.gz	c546d8e2f7f00815f6b4f4f97d244946;684f10e56f8442f3b5ffef52546b0498
ERR4465147	SAMEA7190261	ERX4404005	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465147/ERR4465147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465147/ERR4465147_2.fastq.gz	e80d096e3695c7b05a282d4ac3f89ba4;2dd86c5b98a1e5d865b804d403f964cb
ERR4465150	SAMEA7190261	ERX4404008	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465150/ERR4465150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465150/ERR4465150_2.fastq.gz	fc8762eaf84dbe4126b76a0a5e411881;74e94302106dcbe461945c61a6887ad8
ERR4465154	SAMEA7190261	ERX4404012	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465154/ERR4465154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465154/ERR4465154_2.fastq.gz	47fc5cb86fe5ec2aa743ee6c33d0dee4;ec252f31b15466348cf932fc48e939fb
ERR4465155	SAMEA7190261	ERX4404013	PRJEB38406	9606	Homo sapiens	38005320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465155/ERR4465155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465155/ERR4465155_2.fastq.gz	dc0ae5d4df9927d079d5429d5febf18a;c8979a754525f6fd24e5716bc25ac301
ERR4465159	SAMEA7190262	ERX4404017	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465159/ERR4465159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465159/ERR4465159_2.fastq.gz	4c47cc4ac68da59ca554a75ad394f177;b0019ff9cc547aff30f23d8bcd2cb8bf
ERR4465162	SAMEA7190262	ERX4404020	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465162/ERR4465162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465162/ERR4465162_2.fastq.gz	5118384b82d62492d244859b92c03353;2d8d48f21ebf49458ca892521ad4cc05
ERR4465164	SAMEA7190262	ERX4404022	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465164/ERR4465164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465164/ERR4465164_2.fastq.gz	18d0e35993b2fa3177d4ace799b382a0;ea42a77b8356071e65b072ed9415d09a
ERR4465167	SAMEA7190262	ERX4404025	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465167/ERR4465167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465167/ERR4465167_2.fastq.gz	c08260a9701f0fb1c9cfe9a743f2b31e;f5f336ebe528e69a84864831d9a5584e
ERR4465170	SAMEA7190262	ERX4404028	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465170/ERR4465170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465170/ERR4465170_2.fastq.gz	ebeac1205be39e7fa4d0c9fb29d7aacf;c4add85cd13c72f16bbf8e06534a4261
ERR4465173	SAMEA7190262	ERX4404031	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465173/ERR4465173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465173/ERR4465173_2.fastq.gz	9932e0a362efb65f51f0a59433e8f02d;32769405d83b688ef7c7ba1dad73493b
ERR4465176	SAMEA7190262	ERX4404034	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465176/ERR4465176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465176/ERR4465176_2.fastq.gz	f81084af714293a783ebd0514f0c4288;9561f88ce3265a10f12be3e6316ec50b
ERR4465179	SAMEA7190262	ERX4404037	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465179/ERR4465179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465179/ERR4465179_2.fastq.gz	7218d2b82953943d9ec7740767be982c;f5f016ddaf13432621371f23585fbe5c
ERR4465182	SAMEA7190262	ERX4404040	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465182/ERR4465182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465182/ERR4465182_2.fastq.gz	0ccd5ecb4a0e404098c96cd889476a10;69722f2e1b3a36388cf411589f5f2fa6
ERR4465183	SAMEA7190262	ERX4404041	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465183/ERR4465183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465183/ERR4465183_2.fastq.gz	50cccda85e17682e26fb5aa3e2f21306;ce26a183c10b37fd1002e1e802c03cb8
ERR4465187	SAMEA7190262	ERX4404045	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465187/ERR4465187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465187/ERR4465187_2.fastq.gz	3a9e570015bf07dcde3f57f2f8d374db;b1fc6de7bf8f136d2751ac40e8219418
ERR4465190	SAMEA7190262	ERX4404048	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465190/ERR4465190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465190/ERR4465190_2.fastq.gz	a12ada82e72fee9831bf9ad8b33554c5;a8086f0516a4ae648415785770bcf347
ERR4465193	SAMEA7190262	ERX4404051	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465193/ERR4465193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465193/ERR4465193_2.fastq.gz	aeb9a18766bd2cda8be389f67141c09a;6aa721746c75ead87101ad6debb5883f
ERR4465195	SAMEA7190262	ERX4404053	PRJEB38406	9606	Homo sapiens	373436260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465195/ERR4465195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465195/ERR4465195_2.fastq.gz	b5f6c942a068d2011ebe5ca911d7efe4;57099fd9609c8f33dfb7de05577b74ff
ERR4465198	SAMEA7190262	ERX4404056	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465198/ERR4465198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465198/ERR4465198_2.fastq.gz	7a532971ed18ba9c14d4374f127f629a;68a51e26949d30357dcf2028dc51f913
ERR4465200	SAMEA7190262	ERX4404058	PRJEB38406	9606	Homo sapiens	242359820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465200/ERR4465200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465200/ERR4465200_2.fastq.gz	280768adef479b8209bf0011d06e1911;f4a903efa869a3b9aaab03e22d7ce2ac
ERR4465203	SAMEA7190262	ERX4404061	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465203/ERR4465203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465203/ERR4465203_2.fastq.gz	e5d104420decba3d1cb2b3af9eb31f3e;67be4acc3743679ef5653fcc3df66cec
ERR4465206	SAMEA7190262	ERX4404064	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465206/ERR4465206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465206/ERR4465206_2.fastq.gz	e9e716f0b4b1007f0222e6ac7165a5c4;148f2ac98a8a9ce5aea439586b1227ed
ERR4465209	SAMEA7190262	ERX4404067	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465209/ERR4465209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465209/ERR4465209_2.fastq.gz	b710b57da3706d302ef943fc28fdd9d7;8bce889b15022343e2c4f478c637854f
ERR4465212	SAMEA7190262	ERX4404070	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465212/ERR4465212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465212/ERR4465212_2.fastq.gz	635d7ab72663eb3cac14de7bf25030ce;64d47aee09487b42fcad9773a17ca143
ERR4465215	SAMEA7190262	ERX4404073	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465215/ERR4465215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465215/ERR4465215_2.fastq.gz	46b83baace0e8ec725ed02ba94007ea7;35cb55c68ba3da91331ea4e2e7a2a25c
ERR4465218	SAMEA7190262	ERX4404076	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465218/ERR4465218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465218/ERR4465218_2.fastq.gz	3dd6a6080f08c6ebaee6bd4f30d87d6c;15c5d7102579d488aad87b494c3db147
ERR4465222	SAMEA7190262	ERX4404080	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465222/ERR4465222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465222/ERR4465222_2.fastq.gz	ce7d442d8f22f24df1f69f149bca1343;3869c76b27d5595e760514b372b17ce9
ERR4465226	SAMEA7190262	ERX4404084	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465226/ERR4465226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465226/ERR4465226_2.fastq.gz	c167e63c9dc6b14d24dbf4ff2856ba9c;040de0ca6bfd3f459d207351a1c77be0
ERR4465228	SAMEA7190262	ERX4404086	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465228/ERR4465228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465228/ERR4465228_2.fastq.gz	9a1a0a9f8f09cce03bb2e1729dce066f;3027625dd1634ec39d4b8c5929513dd8
ERR4465229	SAMEA7190262	ERX4404087	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465229/ERR4465229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465229/ERR4465229_2.fastq.gz	3f0b94dbe0150c89720f229bf74c40dc;64132de950775eab20fb65862b515ddc
ERR4465230	SAMEA7190262	ERX4404088	PRJEB38406	9606	Homo sapiens	125092010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465230/ERR4465230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465230/ERR4465230_2.fastq.gz	5678e866a7c750864bb1a8f407ce3909;0c9abe1ffbe806d30024109ca78b654b
ERR4465231	SAMEA7190275	ERX4404089	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465231/ERR4465231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465231/ERR4465231_2.fastq.gz	4dd64ac93ec2b6987ec1d71ff61c78c8;d6b95b315a2551d905de1e826cf9cabe
ERR4465232	SAMEA7190275	ERX4404090	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465232/ERR4465232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465232/ERR4465232_2.fastq.gz	3f395d368caad2b8d3ace87894795691;9892b799fc0de62f714e65fd5724bd1b
ERR4465233	SAMEA7190275	ERX4404091	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465233/ERR4465233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465233/ERR4465233_2.fastq.gz	748259b02f37c22daa34d1016231f26f;6313ade11600f0389bc0ede25234008b
ERR4465234	SAMEA7190275	ERX4404092	PRJEB38406	9606	Homo sapiens	212472488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465234/ERR4465234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465234/ERR4465234_2.fastq.gz	905e523f7f0d9ead676f43f3bcb8bb02;7a74831b074d4d66dcb99b9bf5712deb
ERR4465235	SAMEA7190275	ERX4404093	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465235/ERR4465235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465235/ERR4465235_2.fastq.gz	06e71eb00e1f14e65e03039a78c02cf9;4dc142f303cbaa3707d1eebd211aa840
ERR4465236	SAMEA7190275	ERX4404094	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465236/ERR4465236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465236/ERR4465236_2.fastq.gz	ed90783aba6ffadaf5fd47a45c7e1289;dfbfc15d99c03feb511a182f1aa07b64
ERR4465237	SAMEA7190275	ERX4404095	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465237/ERR4465237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465237/ERR4465237_2.fastq.gz	31205845759693f9829e4e099c566789;09dfd4e43d47cd7b6ac594e9a17b074e
ERR4465238	SAMEA7190275	ERX4404096	PRJEB38406	9606	Homo sapiens	150166396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465238/ERR4465238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465238/ERR4465238_2.fastq.gz	ee3a1e8dc303dc51b56bb6417fe4c7bc;24489fabb69c6353e4177af3dd1916e7
ERR4465239	SAMEA7190275	ERX4404097	PRJEB38406	9606	Homo sapiens	562975616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465239/ERR4465239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465239/ERR4465239_2.fastq.gz	5ca74e5543cb7b8901daacadc4070543;e2f024d074178f2ed857b2d0ed0b08ec
ERR4465240	SAMEA7190275	ERX4404098	PRJEB38406	9606	Homo sapiens	546953784	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465240/ERR4465240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465240/ERR4465240_2.fastq.gz	e546a34a1f9ad7b8d730f97d2711734d;d5e1851531d7a6f4e2378ac11e1c37f8
ERR4465241	SAMEA7190275	ERX4404099	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465241/ERR4465241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465241/ERR4465241_2.fastq.gz	7c7602225a7e658eb3bc1082ede3c06b;6fa930060e2a54407c6b86f2f30226a9
ERR4465242	SAMEA7190275	ERX4404100	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465242/ERR4465242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465242/ERR4465242_2.fastq.gz	8e51349712c4409ad2eb4b9da9c80a65;8bd0e09184f75a0f0178681acc90ecba
ERR4465243	SAMEA7190275	ERX4404101	PRJEB38406	9606	Homo sapiens	546582508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465243/ERR4465243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465243/ERR4465243_2.fastq.gz	062b27e9ae0eb80cd9ed65fbb21c9d2f;a0a965481e766feab554c01014c303be
ERR4465244	SAMEA7190275	ERX4404102	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465244/ERR4465244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465244/ERR4465244_2.fastq.gz	edd4cab31ef221e979c05471decb9c57;c4d329126601005f7fa91fd866329566
ERR4465245	SAMEA7190275	ERX4404103	PRJEB38406	9606	Homo sapiens	808000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465245/ERR4465245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465245/ERR4465245_2.fastq.gz	077b9ac36bbef45eba817ab8489621d4;5ec4efd313420bdb123771fd964019c6
ERR4465246	SAMEA7190275	ERX4404104	PRJEB38406	9606	Homo sapiens	506183922	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465246/ERR4465246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465246/ERR4465246_2.fastq.gz	f67b2cfae03b0cb8ea6943cb021a1e0b;398681ae3d469217871ec411cc230412
ERR4465247	SAMEA7190275	ERX4404105	PRJEB38406	9606	Homo sapiens	421703078	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465247/ERR4465247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465247/ERR4465247_2.fastq.gz	652fd253c8408a57e83566a906168588;70c73b97a28e7e89adb86fc8c2ff91f7
ERR4465248	SAMEA7190275	ERX4404106	PRJEB38406	9606	Homo sapiens	410333710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465248/ERR4465248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465248/ERR4465248_2.fastq.gz	9901ab904dec94a0efec56df5d74ec73;adb34d03fb00634e0845e981c282c81b
ERR4465249	SAMEA7190263	ERX4404107	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465249/ERR4465249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465249/ERR4465249_2.fastq.gz	72ce4668f59a8821935c2e6dbdbd859c;5768db34a3771e6ad0a0368429fef991
ERR4465250	SAMEA7190263	ERX4404108	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465250/ERR4465250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465250/ERR4465250_2.fastq.gz	29d3cc8fe20d4e71ae936ab02d9a558a;6cf1d5acedd88f0246402d1e3447e1ce
ERR4465251	SAMEA7190263	ERX4404109	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465251/ERR4465251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/001/ERR4465251/ERR4465251_2.fastq.gz	3d74109fc55142a93a93bce63eb336a5;f6fd92950c67f7def16378f0e5f54bf2
ERR4465252	SAMEA7190263	ERX4404110	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465252/ERR4465252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/002/ERR4465252/ERR4465252_2.fastq.gz	27bc2aae943cedeaaebbc87bc64a54a0;4a7eae593167ca2c310514d83553c492
ERR4465253	SAMEA7190263	ERX4404111	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465253/ERR4465253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/003/ERR4465253/ERR4465253_2.fastq.gz	f535c4e940a2ad77d48b63d8605e8371;826a54c832b262ec4c6001e26ff2cab2
ERR4465254	SAMEA7190263	ERX4404112	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465254/ERR4465254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/004/ERR4465254/ERR4465254_2.fastq.gz	db9cdc0a54b039f2fad438282a93a453;b705d9c89d1a4226293329625ecdcc78
ERR4465255	SAMEA7190263	ERX4404113	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465255/ERR4465255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/005/ERR4465255/ERR4465255_2.fastq.gz	7ff84dcc7bc8b639d95a9cfbf980dfca;6eac3647aa181c6a3fd20c5cb8867275
ERR4465256	SAMEA7190263	ERX4404114	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465256/ERR4465256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/006/ERR4465256/ERR4465256_2.fastq.gz	6984c45b15e53944e686f3eccd9c29d7;e3ab03d47b4f9c5496ac507957222866
ERR4465257	SAMEA7190263	ERX4404115	PRJEB38406	9606	Homo sapiens	221604600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465257/ERR4465257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/007/ERR4465257/ERR4465257_2.fastq.gz	b002df6ef2dfc118655777a0ec9ff194;e2de186f07591c15805acfb8ec9ee94c
ERR4465258	SAMEA7190264	ERX4404116	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465258/ERR4465258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/008/ERR4465258/ERR4465258_2.fastq.gz	b8e31ce3828c8254c72276b5d745741b;b0f1da059d78a060c48f92e0bf88f530
ERR4465259	SAMEA7190264	ERX4404117	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465259/ERR4465259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/009/ERR4465259/ERR4465259_2.fastq.gz	676470633b0679878b5ba20f286c4090;81b2e28199bee524338f2605a7a2cab0
ERR4465260	SAMEA7190264	ERX4404118	PRJEB38406	9606	Homo sapiens	760000000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465260/ERR4465260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR446/000/ERR4465260/ERR4465260_2.fastq.gz	c156ac01ae00525c2011d754e73a19b2;c00dd5b2ae26784d5e6761548f8344a7
